Question Type,Domain,Language,Difficulty Level,Question Text,Correct Answer,First Answer,Is Correct,Second Answer,Is Correct,Third Answer,Is Correct,Fourth Answer,Is Correct
Open Ended,Java,Romanian,Medium,Ce este injecția de dependență și cum este implementată în Java?,"Injecția de dependență este un pattern de design care permite eliminarea dependențelor hard-codate, facilitând gestionarea și testarea codului. În Java, este adesea implementată folosind framework-uri precum Spring, unde dependențele sunt injectate prin constructori, setteri sau interfețe.",,,,,,,,
Open Ended,Java,Romanian,Medium,Care este scopul cuvântului cheie 'transient' în serializarea Java?,"Cuvântul cheie 'transient' indică faptul că un câmp nu ar trebui să fie serializat. În timpul serializării, valoarea unei variabile transient nu este inclusă în reprezentarea serializată.",,,,,,,,
Open Ended,Java,Romanian,Medium,Cum creați o clasă imuabilă în Java?,Pentru a crea o clasă imuabilă: declarați clasa ca 'final'; faceți toate câmpurile 'private' și 'final'; nu furnizați setteri; efectuați copii profunde în getteri; și asigurați-vă că metodele nu pot fi suprascrise.,,,,,,,,
Open Ended,Java,Romanian,Medium,Care este scopul cuvântului cheie 'volatile' și ce sunt variabilele 'volatile'. Când le-ați folosi?,"Cuvântul cheie 'volatile' indică faptul că valoarea unei variabile va fi modificată de diferite thread-uri, asigurând că operațiile de citire/scriere sunt efectuate direct în memoria principală. O variabilă 'volatile' este una a cărei valoare este întotdeauna citită din și scrisă în memoria principală, asigurând vizibilitatea schimbărilor între thread-uri. Este folosită în medii multithread pentru a preveni cache-ul local al variabilelor de către thread-uri.",,,,,,,,
Open Ended,Java,Romanian,Medium,Explicați ce se întâmplă dacă nu suprascrieți metoda 'hashCode()' atunci când suprascrieți 'equals()'.,"Dacă 'hashCode()' nu este suprascrisă, două obiecte egale (conform 'equals()') pot avea coduri hash diferite, ducând la comportament incorect în colecții bazate pe hash precum 'HashMap'. Obiectele egale ar trebui să aibă același cod hash.",,,,,,,,
Open Ended,Java,Romanian,Medium,Care este diferența dintre o copie superficială și o copie profundă în Java?,"O copie superficială copiază referințele obiectului către aceleași adrese de memorie, în timp ce o copie profundă creează un nou obiect și copiază recursiv toate obiectele referențiate de original.",,,,,,,,
Open Ended,Java,Romanian,Medium,Cum realizează Java gestionarea memoriei?,"Java folosește colectarea automată a gunoiului pentru a gestiona memoria. Colectorul de gunoi identifică și elimină obiectele care nu mai sunt accesibile, eliberând memoria.",,,,,,,,
Open Ended,Java,Romanian,Medium,Ce sunt referințele soft  weak și phantom în Java?,"Sunt tipuri de referințe care afectează colectarea gunoiului. Referințele soft sunt șterse când memoria este scăzută, referințele weak sunt șterse la următorul ciclu GC dacă nu sunt puternic accesibile, iar referințele phantom sunt folosite pentru a efectua acțiuni după ce GC determină că obiectul nu mai este accesibil.",,,,,,,,
Open Ended,Java,Romanian,Medium,Explicați utilizarea cuvântului cheie 'synchronized' în Java.,"'synchronized' este folosit pentru a controla accesul la blocuri de cod sau metode de către mai multe thread-uri, prevenind condițiile de cursă prin permiterea unui singur thread să execute codul sincronizat la un moment dat.",,,,,,,,
Open Ended,Java,Romanian,Medium,Ce este Executor Framework în Java?,"Executor Framework oferă o modalitate de a gestiona thread-urile prin decuplarea trimiterii sarcinilor de execuția lor, folosind interfețe precum Executor, ExecutorService și clase precum ThreadPoolExecutor.",,,,,,,,
Open Ended,Java,Romanian,Medium,Care este diferența dintre interfețele 'Callable' și 'Runnable'?,Ambele reprezintă sarcini de executat de către thread-uri. 'Runnable' nu returnează un rezultat și nu poate arunca excepții verificate. 'Callable' poate returna un rezultat și poate arunca excepții verificate.,,,,,,,,
Open Ended,Java,Romanian,Medium,Cum gestionați deadlock-urile în Java?,"Deadlock-urile pot fi gestionate prin evitarea lor prin codificare atentă: achiziționarea blocărilor într-o ordine consistentă, folosirea timeout-urilor la blocări sau utilizarea utilitarelor de concurență de nivel înalt din 'java.util.concurrent'.",,,,,,,,
Open Ended,Java,Romanian,Medium,Ce este Java Memory Model (JMM)?,"JMM definește modul în care thread-urile interacționează prin memorie, specificând vizibilitatea și ordonarea operațiilor de citire și scriere a variabilelor, asigurând consistența pe diferite platforme și optimizări.",,,,,,,,
Open Ended,Java,Romanian,Medium,Explicați conceptul de reflection în Java și cazurile sale tipice de utilizare.,"Reflectarea permite inspectarea și manipularea claselor, metodelor și câmpurilor la rulare. Este folosită pentru sarcini precum crearea dinamică a obiectelor, accesarea câmpurilor private și implementarea de framework-uri precum serializarea și injecția de dependențe.",,,,,,,,
Open Ended,Java,Romanian,Medium,Ce sunt anotările și cum sunt create și utilizate anotările personalizate în Java?,Anotările oferă meta-date despre cod. Anotările personalizate sunt definite folosind '@interface' și pot fi aplicate elementelor de cod. Pot fi procesate la compilare sau la rulare folosind reflection sau procesatoare de anotări.,,,,,,,,
Open Ended,Java,Romanian,Medium,Care este diferența dintre metodele 'wait()'  'sleep()' și 'yield()' în Java?,"'wait()' eliberează blocarea și așteaptă 'notify()', 'sleep()' întrerupe thread-ul fără a elibera blocarea, iar 'yield()' permite planificatorului de thread-uri să execute alte thread-uri de prioritate egală.",,,,,,,,
Open Ended,Java,Romanian,Medium,Cum funcționează 'ConcurrentHashMap' în Java?,"'ConcurrentHashMap' permite acces concurent prin partiționarea hărții în segmente. Folosește striping de blocare, permițând operațiuni de scriere simultane pe segmente diferite, îmbunătățind concurența față de 'Hashtable'.",,,,,,,,
Open Ended,Java,Romanian,Medium,Care sunt beneficiile utilizării generice în Java?,"Genericele oferă siguranță de tip prin permiterea specificării tipului de obiecte pe care o colecție le poate conține, reducând erorile la rulare și eliminând necesitatea de castare explicită.",,,,,,,,
Open Ended,Java,Romanian,Medium,Explicați ce este o scurgere de memorie în Java și cum poate apărea.,"O scurgere de memorie apare atunci când obiectele nu mai sunt folosite de aplicație, dar sunt încă referențiate, împiedicând colectorul de gunoi să recupereze memoria lor.",,,,,,,,
Open Ended,Java,Romanian,Medium,Ce sunt clasele 'Path' și 'Files' din Java NIO și cum îmbunătățesc operațiile de I/O de fișiere?,"'Path' reprezintă o cale de fișier, iar 'Files' oferă metode utilitare pentru operații de fișiere. Simplifică și îmbunătățesc I/O de fișiere cu o mai bună gestionare a erorilor, suport pentru link-uri simbolice și operațiuni în bloc.",,,,,,,,
Open Ended,Java,Romanian,Medium,Cum implementați o clasă personalizată pentru a fi utilizată într-un 'HashSet'?,Suprascrieți atât metodele 'equals()' cât și 'hashCode()' pentru a vă asigura că instanțele clasei pot fi stocate și preluate corect dintr-un 'HashSet'.,,,,,,,,
Open Ended,Java,Romanian,Medium,Care este diferența dintre 'deep cloning' și 'serialization' pentru copierea obiectelor?,"'Deep cloning' creează un nou obiect cu copii ale tuturor obiectelor încorporate, de obicei folosind interfața 'Cloneable'. Serializarea convertește obiectul într-un flux de octeți și înapoi, ceea ce poate realiza și o copie profundă dacă este implementată corect.",,,,,,,,
Open Ended,Java,Romanian,Medium,Explicați conceptul de fir de execuție 'Daemon' și cum diferă de un fir de execuție 'User'.,Firele de execuție Daemon sunt fire de serviciu de fundal care nu împiedică JVM să se închidă atunci când toate firele de utilizator s-au terminat. Firele de utilizator sunt fire primare care mențin aplicația în funcțiune.,,,,,,,,
Open Ended,Java,Romanian,Medium,Care este diferența dintre JDK  JRE și JVM?,JDK este Java Development Kit care oferă instrumente pentru dezvoltarea aplicațiilor Java. JRE este Java Runtime Environment care oferă biblioteci și mediu pentru a rula aplicații Java. JVM este Java Virtual Machine care execută bytecode-ul Java.,,,,,,,,
Open Ended,Software Testing (QA),English,Easy,What is software testing and why is it important?,"Software testing is the process of evaluating and verifying that a software application meets the required specifications and works as expected. It's important because it ensures the quality, reliability, and performance of the software, uncovering defects before the product reaches the user.",,,,,,,,
Open Ended,Software Testing (QA),English,Easy,What is the difference between functional and non-functional testing?,"Functional testing checks whether the software functions correctly according to requirements (what the system does), while non-functional testing assesses aspects like performance, usability, reliability, and security (how the system works).",,,,,,,,
Open Ended,Software Testing (QA),English,Easy,What are the different levels of testing?,"The different levels of testing are Unit Testing, Integration Testing, System Testing, and Acceptance Testing.",,,,,,,,
Open Ended,Software Testing (QA),English,Easy,What is Unit Testing?,Unit Testing involves testing individual components or modules of code to verify that each unit functions correctly in isolation.,,,,,,,,
Open Ended,Software Testing (QA),English,Easy,What is Integration Testing?,Integration Testing tests the interactions and interfaces between integrated units or components to detect issues in their interaction.,,,,,,,,
Open Ended,Software Testing (QA),English,Easy,What is System Testing?,System Testing evaluates the complete and integrated software to ensure it meets the specified requirements.,,,,,,,,
